City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,kununurra,-15.7667,128.7333,33.99,40,40,3.6,AU,1702276349
326,plainview,40.7765,-73.4673,10.96,90,100,6.69,US,1702276349
327,knjazevac,43.5648,22.2502,3.83,94,100,0.89,RS,1702276349
328,kathmandu,27.7167,85.3167,18.12,48,20,1.03,NP,1702276109
329,holualoa,19.6228,-155.9522,25.48,80,0,1.54,US,1702276349
330,broken hill,-31.95,141.4333,34.7,24,98,8.57,AU,1702276349
331,st. john's,47.5649,-52.7093,1.2,94,75,5.14,CA,1702276350
332,conception bay south,47.4999,-52.9981,1.07,95,100,5.58,CA,1702276350
333,la mira,18.035,-102.3266,25.99,66,100,1.83,MX,1702276350
334,hargeysa,9.56,44.065,19.93,47,6,6.19,SO,1702276350
335,sur,22.5667,59.5289,26.08,47,100,2.24,OM,1702276350
336,hasaki,35.7333,140.8333,15.22,79,99,9.12,JP,1702276350
337,byron bay,-28.65,153.6167,28.17,59,0,4.24,AU,1702276350
338,claveria,18.6074,121.0832,29.4,73,39,5.01,PH,1702276350
339,quellon,-43.1167,-73.6167,10.18,94,98,1.63,CL,1702276344
340,buka,40.8108,69.1986,7.04,43,100,2.29,UZ,1702276350
341,dolores,-36.3132,-57.6792,14.77,93,1,3.38,AR,1702276351
342,segorbe,39.8138,-0.4521,12.33,77,0,2.93,ES,1702276351
343,bardai,11.65,7.2333,15.98,32,0,6.64,NG,1702276351
344,tahe,52.3333,124.7333,-20.18,68,0,2.75,CN,1702276351
345,sohar,24.3643,56.7468,23.01,56,96,0.0,OM,1702276351
346,port blair,11.6667,92.75,31.02,70,40,4.12,IN,1702276351
347,ndende,-2.4008,11.3581,23.57,98,100,0.54,GA,1702276351
348,falenki,58.3613,51.5946,-21.75,93,100,4.36,RU,1702276351
349,susuman,62.7833,148.1667,-21.68,96,100,2.24,RU,1702276351
350,bannu,32.9854,70.6027,20.18,14,0,0.62,PK,1702276352
351,lerwick,60.1545,-1.1494,7.0,76,97,6.48,GB,1702276352
352,lodja,-3.4833,23.4333,23.33,90,100,0.96,CD,1702276352
353,buala,-8.145,159.5921,28.21,75,78,1.4,SB,1702276352
354,zuunmod,47.7069,106.9528,-19.43,92,100,1.5,MN,1702276352
355,kovdor,67.5662,30.4758,-15.73,95,92,2.2,RU,1702276352
356,auce,56.4598,22.9017,-3.12,96,100,4.33,LV,1702276352
357,afaahiti,-17.75,-149.2833,26.93,81,52,10.32,PF,1702276353
358,yashkul',46.1711,45.3435,-1.38,80,100,7.92,RU,1702276353
